title,english_title,type,episodes,duration,source,season,genres,tags,score,start_date,country_of_origin
Magne Robo Gakeen,,TV,39.0,24.0,ORIGINAL,FALL,Mecha;Sci-Fi,Super Robot;Battle Royale;Dinosaurs;Succubus;Isekai;Robots,62.0,1976-09-05,JP
Candy Candy,Candy Candy,TV,115.0,25.0,MANGA,FALL,Drama;Slice of Life,Shoujo;Female Protagonist;Historical;Coming of Age;Foreign;Medicine;Love Triangle;Orphan;War;Bullying,72.0,1976-10-01,JP
Hoka Hoka Kazoku,The Affectuous Family,TV_SHORT,1428.0,5.0,OTHER,FALL,Comedy,,53.0,1976-10-01,JP
Kyouryuu Tankentai Born Free,Return of the Dinosaurs,TV,25.0,24.0,OTHER,FALL,Sci-Fi,Mixed Media;Wilderness;Rescue;Environmental;Foreign;Travel;Work;Outdoor Activities;Dinosaurs;Primarily Male Cast,53.0,1976-10-01,JP
Hana no Kakarichou,,TV,25.0,25.0,OTHER,FALL,Comedy;Slice of Life,Seinen,61.0,1976-10-03,JP
Little Lulu to Chicchai Nakama,The Adventures of Little Lulu and Tubby,TV,26.0,25.0,OTHER,FALL,Comedy;Slice of Life,Primarily Child Cast;Foreign;Kids,49.0,1976-10-03,JP
Dokaben,,TV,163.0,25.0,OTHER,FALL,Action;Sports,Baseball;School,60.0,1976-10-06,JP
UFO Senshi Dai Apolon II,,TV,21.0,24.0,ORIGINAL,FALL,Action;Mecha,,53.0,1976-10-07,JP
Manga Sekai Mukashibanashi,Manga Fairy Tales of the World,TV,127.0,25.0,OTHER,FALL,Adventure;Drama;Fantasy,Anthology;Classic Literature;Historical,62.0,1976-10-07,JP
Robokko Beeton,,TV,50.0,25.0,OTHER,FALL,Adventure;Comedy;Slice of Life,Kids,51.0,1976-10-12,JP
UFO Robo Grendizer: Akai Yuuhi no Taiketsu,UFO Robo Grendizer: Confrontation in the Red Setting Sun,MOVIE,1.0,24.0,OTHER,FALL,Mecha;Sci-Fi,,73.0,1976-12-19,JP
Time Bokan Series: Yatterman,,TV,108.0,25.0,ORIGINAL,WINTER,Adventure;Comedy,Episodic;Travel;Anti-Hero;Robots;Superhero;Meta;Slapstick,60.0,1977-01-01,JP
Araiguma Rascal,Raccoon Rascal,TV,52.0,26.0,OTHER,WINTER,Drama;Slice of Life,Male Protagonist;Foreign;Autobiographical;Rural;Animals;Historical;Classic Literature,64.0,1977-01-02,JP
Jetter Mars,,TV,27.0,23.0,ORIGINAL,WINTER,Mecha;Sci-Fi,Male Protagonist;Slapstick;Robots;Artificial Intelligence;Found Family;Drugs;Werewolf;Vampire,62.0,1977-02-03,JP
Gasshin Sentai Mechander Robo,Combining Squadron Mechander Robo,TV,35.0,23.0,OTHER,SPRING,Mecha;Mystery;Sci-Fi,Super Robot;Aliens;Primarily Male Cast;Space;Military,57.0,1977-03-03,JP
Wakusei Robo Danguard Ace,Dangard Ace,TV,56.0,25.0,ORIGINAL,SPRING,Mecha;Sci-Fi,Super Robot;Space Opera,62.0,1977-03-06,JP
Bara no Hana to Joe,,MOVIE,1.0,20.0,OTHER,SPRING,Drama,Anthropomorphism;Cosmic Horror;Animals,51.0,1977-03-16,JP
Sekai Meisaku Douwa: Hakuchou no Ouji,The Wild Swans,MOVIE,1.0,62.0,OTHER,SPRING,Fantasy,Snowscape;Fairy Tale;Henshin;Witch;Magic;Foreign;Historical;Animals;Royal Affairs,57.0,1977-03-19,JP
Ashita e Attack!,,TV,23.0,24.0,ORIGINAL,SPRING,Drama;Sports,Volleyball;Female Protagonist;School;Primarily Female Cast;School Club;Ojou-sama,57.0,1977-04-04,JP
Chogattai Majutsu Robot Ginguiser,,TV,26.0,25.0,OTHER,SPRING,Adventure;Mecha;Sci-Fi,Super Robot;Shounen,60.0,1977-04-09,JP
Hyouga Senshi Gaislugger,,TV,20.0,24.0,ORIGINAL,SPRING,Action;Sci-Fi,,64.0,1977-04-12,JP
Barbapapa (1977),,TV_SHORT,48.0,5.0,OTHER,SPRING,Comedy;Fantasy,Episodic;Family Life;Environmental;Animals;Shapeshifting;Kids,53.0,1977-04-30,JP
Chou Denji Machine Voltes V,VOLTES V,TV,40.0,23.0,ORIGINAL,SUMMER,Adventure;Drama;Mecha;Sci-Fi,Super Robot;Kaiju;Politics;Slavery;Ensemble Cast;War;Aliens;Space;Primarily Male Cast;Swordplay,69.0,1977-06-04,JP
Seton Doubutsuki: Kuma no Ko Jacky,Monarch: The Big Bear of Tallac,TV,26.0,20.0,OTHER,SUMMER,Adventure;Comedy;Drama,Historical;Kids;Animals;Rural;Male Protagonist;Female Protagonist;Classic Literature;Indigenous Cultures,61.0,1977-06-07,JP
Choujin Sentai Baratack,Balatack,TV,31.0,25.0,OTHER,SUMMER,Adventure;Mecha;Sci-Fi,Aliens;Super Robot;Super Power,60.0,1977-07-03,JP
Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,Planetary Robot Danguard Ace vs. the Army of Insect Robots,MOVIE,1.0,25.0,OTHER,SUMMER,Mecha;Sci-Fi,,46.0,1977-07-17,JP
Uchuu Senkan Yamato (Movie),Space Battleship Yamato,MOVIE,1.0,140.0,ORIGINAL,SUMMER,Drama;Sci-Fi,Space;Military;Female Harem,65.0,1977-08-06,JP
Chiisana Jumbo,,MOVIE,1.0,28.0,OTHER,FALL,Fantasy,Musical Theater;Animals;War,50.0,1977-09-10,JP
Ore wa Teppei,,TV,28.0,25.0,MANGA,FALL,Action;Sports,Shounen;Historical;Male Protagonist;Swordplay;School,63.0,1977-09-12,JP
Ippatsu Kanta-kun,,TV,53.0,30.0,OTHER,FALL,Action;Adventure;Comedy;Sports,Baseball,55.0,1977-09-18,JP
Arrow Emblem: Grand Prix no Taka,Grand Prix,TV,44.0,24.0,OTHER,FALL,Drama;Sports,Cars;Male Protagonist,61.0,1977-09-22,JP
Shin Kyojin no Hoshi,,TV,52.0,25.0,OTHER,FALL,Sports,Primarily Male Cast;Male Protagonist;Shounen;Baseball,58.0,1977-10-01,JP
Fuusen Shoujo Temple-chan,,TV,26.0,25.0,OTHER,FALL,Adventure;Fantasy;Music,Kids;Female Protagonist;Animals;Foreign,57.0,1977-10-01,JP
Ie Naki Ko,Nobody's Boy Remi,TV,51.0,24.0,OTHER,FALL,Adventure;Drama;Slice of Life,Coming of Age;Survival;Classic Literature;Foreign;Family Life;Philosophy;Travel;Musical Theater;Agriculture;Rural,78.0,1977-10-02,JP
Lupin III: Part II,Lupin the 3rd Part 2,TV,155.0,25.0,MANGA,FALL,Action;Adventure;Comedy;Mystery,Fugitive;Episodic;Anti-Hero;Primarily Adult Cast;Seinen;Male Protagonist;Crime;Police;Foreign;Ensemble Cast,75.0,1977-10-03,JP
Chou Supercar Gattiger,,TV,25.0,25.0,OTHER,FALL,,Cars,63.0,1977-10-04,JP
Tobidase! Machine Hiryuu,,TV,21.0,25.0,ORIGINAL,FALL,Comedy,Cars;Parody,61.0,1977-10-05,JP
Manga Nihon Emaki,,TV,46.0,25.0,OTHER,FALL,,Historical,61.0,1977-10-05,JP
Kyouryuu Daisensou Aizenborg,Attack of the Super-Monsters,TV,39.0,20.0,ORIGINAL,FALL,Mecha;Sci-Fi,Mixed Media;Tokusatsu;Stop Motion;Super Robot;Dinosaurs;Cyborg,59.0,1977-10-07,JP
Muteki Choujin Zambot 3,,TV,23.0,25.0,ORIGINAL,FALL,Action;Drama;Mecha;Sci-Fi,Aliens;Super Robot;War;Cosmic Horror;Male Protagonist;Kaiju;Dystopian;Space;Lost Civilization,68.0,1977-10-08,JP
Gekisou! Rubenkaiser,,TV,17.0,25.0,OTHER,FALL,Sports,Cars;Male Protagonist;Shounen,61.0,1977-10-10,JP
Wakakusa no Charlotte,,TV,30.0,25.0,ORIGINAL,FALL,Drama;Slice of Life,Historical;Foreign;Female Protagonist;Primarily Child Cast,62.0,1977-10-29,JP
Manga Ijin Monogatari,,TV,46.0,25.0,OTHER,FALL,,Historical,61.0,1977-11-18,JP
Joou Heika no Petite Angie,Charlotte Holmes,TV,26.0,24.0,ORIGINAL,FALL,Mystery,Historical;Female Protagonist;Foreign;Detective;Slapstick,62.0,1977-12-13,JP
Yakyuukyou no Uta,,TV,25.0,46.0,MANGA,FALL,Action;Drama;Sports,Female Protagonist;Baseball,64.0,1977-12-23,JP
Perrine Monogatari,,TV,53.0,25.0,OTHER,WINTER,Drama;Slice of Life,Photography;Classic Literature;Rural;Foreign;Kids;Work;Historical;Travel;Female Protagonist;Family Life,71.0,1978-01-01,JP
Majokko Tickle,,TV,45.0,20.0,ORIGINAL,SPRING,Comedy;Mahou Shoujo,Magic;Female Protagonist;Witch,61.0,1978-03-06,JP
Chirin no Suzu,Ringing Bell,MOVIE,1.0,47.0,OTHER,SPRING,Adventure;Drama;Fantasy,Revenge;Animals;Male Protagonist;Coming of Age;Wilderness;Rural;Snowscape;Primarily Animal Cast;Orphan;Kids,70.0,1978-03-11,JP
Uchuu Kaizoku Captain Harlock,Captain Harlock Space Pirate,TV,42.0,25.0,MANGA,SPRING,Action;Adventure;Drama;Sci-Fi,Space Opera;Pirates;Aliens;Space;Episodic;Seinen;Fugitive;Male Protagonist;Primarily Adult Cast;Nudity,73.0,1978-03-14,JP
Wakusei Robo Danguard Ace: Uchuu Daikaisen,Dangard Ace Movie: The Great Space War,MOVIE,1.0,25.0,OTHER,SPRING,Mecha,,45.0,1978-03-18,JP
Candy Candy: Haru no Yobigoe,,MOVIE,1.0,25.0,MANGA,SPRING,Drama;Slice of Life,Shoujo;Historical;Foreign;Female Protagonist,60.0,1978-03-18,JP
Sekai Meisaku Douwa: Oyayubi Hime,World's Famous Stories for Children: Thumb Princess,MOVIE,1.0,64.0,OTHER,SPRING,Fantasy,Kids,55.0,1978-03-18,JP
Toushou Daimos,Fighting General Daimos,TV,44.0,24.0,ORIGINAL,SPRING,Adventure;Drama;Mecha;Romance;Sci-Fi,Super Robot;Space;Aliens;Torture;Suicide;Heterosexual,68.0,1978-04-01,JP
SF Saiyuuki Starzinger,Spaceketeers,TV,73.0,25.0,ORIGINAL,SPRING,Adventure;Mecha;Sci-Fi,Space;Space Opera;Male Harem;Robots,60.0,1978-04-02,JP
Mirai Shounen Conan,Future Boy Conan,TV,26.0,29.0,OTHER,SPRING,Adventure;Drama;Sci-Fi,Post-Apocalyptic;Fugitive;Politics;Survival;Ships;Kids;Lost Civilization;Steampunk;Primarily Child Cast;Male Protagonist,77.0,1978-04-04,JP
Ikkyuu-san,,TV,26.0,24.0,OTHER,SPRING,Action;Sports,School;Baseball,53.0,1978-04-10,JP
Manga Hajimete Monogatari,,TV,305.0,25.0,OTHER,SPRING,Adventure;Comedy,Historical,61.0,1978-05-06,JP
Haikara-san ga Tooru,Smart-san,TV,42.0,25.0,MANGA,SUMMER,Drama;Romance;Slice of Life,Shoujo;Historical;War;Tomboy;School;Marriage;Military;Coming of Age;Arranged Marriage;Femboy,67.0,1978-06-03,JP
Hoshi no Ouji-sama: Petit Prince,The Adventures of the Little Prince,TV,35.0,24.0,OTHER,SUMMER,Adventure,Kids;Episodic;Male Protagonist;Travel;Astronomy;Aliens;Classic Literature,55.0,1978-07-04,JP
Kagaku Ninja-Tai Gatchaman (Movie),Gatchaman: The Movie,MOVIE,1.0,110.0,OTHER,SUMMER,Action;Adventure;Sci-Fi,Shounen;Super Power;Ensemble Cast,55.0,1978-07-15,JP
Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo,Space Pirate Captain Harlock: Riddle of the Arcadia Episode,MOVIE,1.0,35.0,OTHER,SUMMER,Action;Sci-Fi,,65.0,1978-07-22,JP
Candy Candy: Candy no Natsuyasumi,,MOVIE,1.0,15.0,MANGA,SUMMER,Drama;Slice of Life,Historical;Female Protagonist;Shoujo;Foreign,57.0,1978-07-22,JP
Uchuu Majin Daikengou,,TV,26.0,25.0,ORIGINAL,SUMMER,Action;Mecha;Sci-Fi,Space;Aliens;Robots;Episodic;Super Robot;Male Protagonist;Cyborg;Swordplay;Kaiju;War,61.0,1978-07-27,JP
Narara Wondeogongju,,MOVIE,1.0,80.0,OTHER,SUMMER,Action;Adventure;Sci-Fi,Space;Super Power,73.0,1978-07-31,KR
Muteki Koujin Daitarn 3,,TV,40.0,25.0,ORIGINAL,SUMMER,Mecha;Sci-Fi,Super Robot;Slapstick;Episodic;Cyborg;Male Protagonist;Butler;Revenge;Love Triangle;Primarily Adult Cast;Shapeshifting,70.0,1978-08-03,JP
Saraba Uchuu Senkan Yamato: Ai no Senshitachi,Farewell to Space Battleship Yamato: In the Name of Love,MOVIE,1.0,152.0,ORIGINAL,SUMMER,Action;Drama;Sci-Fi,Military;Space;Space Opera,68.0,1978-08-05,JP
Ginga Tetsudou 999,Galaxy Express 999,TV,113.0,25.0,MANGA,FALL,Adventure;Drama;Mecha;Sci-Fi,Dystopian;Space;Trains;Space Opera;Coming of Age;Episodic;Philosophy;Cyborg;Travel;Robots,75.0,1978-09-14,JP
Kagaku Ninja-Tai Gatchaman II,Eagle Riders,TV,52.0,23.0,OTHER,FALL,Action,Episodic;Superhero;Anti-Hero;Kaiju;Robots;Cyborg;Space,60.0,1978-10-01,JP
Manga Kodomo Bunko,,TV,51.0,25.0,OTHER,FALL,Drama;Fantasy,Kids,61.0,1978-10-06,JP
Takarajima,Treasure Island,TV,26.0,24.0,OTHER,FALL,Adventure;Drama;Mystery,Historical;Pirates;Ships;Classic Literature;Foreign;Travel;Survival;Coming of Age;Primarily Adult Cast;Primarily Male Cast,76.0,1978-10-08,JP
Uchuu Senkan Yamato 2,Star Blazers: The Comet Empire,TV,26.0,24.0,ORIGINAL,FALL,Drama;Sci-Fi,Military;Space Opera;Aliens;Space;Artificial Intelligence,71.0,1978-10-14,JP
Shin Ace wo Nerae!,,TV,25.0,25.0,MANGA,FALL,Drama;Sports,Tennis;Female Protagonist;Shoujo;Athletics,67.0,1978-10-14,JP
Pink Lady Monogatari: Eikou no Tenshi-tachi,,TV,34.0,25.0,OTHER,FALL,Drama;Music;Slice of Life,Idol,62.0,1978-10-24,JP
Hoshi no Orpheus,Winds of Change,MOVIE,1.0,80.0,OTHER,FALL,Drama;Fantasy,Mythology;Gods;Kids;Anthology,43.0,1978-11-02,JP
Captain Future,,TV,52.0,29.0,OTHER,FALL,Action;Adventure;Sci-Fi,Ensemble Cast;Crime;Episodic;Shapeshifting;Robots;Space;Anachronism;Dinosaurs;Aliens;Lost Civilization,68.0,1978-11-07,JP
Lupin III: Lupin vs Clone,Lupin III: The Secret of Mamo,MOVIE,1.0,102.0,MANGA,FALL,Adventure;Comedy;Mystery;Sci-Fi,Foreign;Guns;Clone;Anti-Hero;Fugitive;Police;Crime;Male Protagonist;Seinen;Swordplay,69.0,1978-12-16,JP
Nobara no Julie,Julie the Wild Rose,TV,13.0,25.0,OTHER,WINTER,Adventure;Drama;Music,Foreign;Historical,61.0,1979-01-04,JP
Akage no Anne,Anne of Green Gables,TV,50.0,25.0,OTHER,WINTER,Drama;Slice of Life,Coming of Age;Found Family;Classic Literature;Female Protagonist;Historical;Family Life;Orphan;Rural;Adoption;Iyashikei,80.0,1979-01-07,JP
Time Bokan Series: Zenderman,,TV,52.0,24.0,OTHER,WINTER,Action;Adventure;Comedy;Sci-Fi,Super Power;Superhero,46.0,1979-02-03,JP
Doraemon (1979),Doraemon,TV_SHORT,1787.0,11.0,MANGA,WINTER,Comedy;Sci-Fi,Episodic;Kids;Robots;Primarily Child Cast;Family Life;Bullying;School;Baseball,75.0,1979-02-04,JP
Nihon Meisaku Douwa Series: Akai Tori no Kokoro,,TV,26.0,25.0,OTHER,WINTER,,Kids,61.0,1979-02-05,JP
Hana no Ko Lunlun,Angel,TV,50.0,24.0,ORIGINAL,WINTER,Adventure;Drama;Mahou Shoujo,Magic;Travel;Foreign;Animals;Female Protagonist,66.0,1979-02-09,JP
Kurumiwari Ningyou,Nutcracker Fantasy,MOVIE,1.0,95.0,OTHER,SPRING,Drama;Fantasy;Romance,Stop Motion;Female Protagonist;Magic;Dancing;Ojou-sama;Puppetry;Mixed Media,55.0,1979-03-03,JP
Cyborg 009 (1979),Cyborg 009,TV,50.0,24.0,MANGA,SPRING,Action;Adventure;Mecha;Sci-Fi,Superhero;Cyborg;Shounen,67.0,1979-03-06,JP
SF Saiyuuki Starzinger (Movie),,MOVIE,1.0,25.0,OTHER,SPRING,Adventure;Mecha;Sci-Fi,Shounen,45.0,1979-03-17,JP
Toushou Daimos (Movie),,MOVIE,1.0,23.0,OTHER,SPRING,Adventure;Drama;Mecha;Romance;Sci-Fi,Shounen,73.0,1979-03-17,JP
Tatsu no Ko Tarou,Taro the Dragon's Son,MOVIE,1.0,75.0,OTHER,SPRING,Adventure;Fantasy,Historical;Mythology;Animals;Work;Super Power;Youkai;Male Protagonist;Dragons,62.0,1979-03-17,JP
Alps no Shoujo Heidi (1979),The Story of Heidi,MOVIE,1.0,107.0,OTHER,SPRING,Drama;Slice of Life,Classic Literature;Historical;Female Protagonist;Foreign,65.0,1979-03-17,JP
Mirai Robo Daltanias,Future Robot Daltanious,TV,47.0,24.0,ORIGINAL,SPRING,Comedy;Mecha,Episodic;Super Robot;Aliens;Kaiju;Male Protagonist;War;Space;Family Life,65.0,1979-03-21,JP
Kujira no Josephina,,TV,23.0,25.0,OTHER,SPRING,Fantasy,Classic Literature,61.0,1979-04-02,JP
The☆Ultraman,,TV,50.0,25.0,OTHER,SPRING,Action;Sci-Fi,Super Power;Tokusatsu;Superhero;Episodic;Kaiju;Henshin,61.0,1979-04-04,JP
Animation Kikou: Marco Polo no Bouken,,TV,43.0,20.0,OTHER,SPRING,Adventure,Historical;Travel;Biographical;Classic Literature;Non-fiction;Mixed Media;Foreign;Coming of Age,65.0,1979-04-07,JP
Kidou Senshi Gundam,Mobile Suit Gundam,TV,43.0,25.0,ORIGINAL,SPRING,Drama;Mecha;Sci-Fi,War;Military;Real Robot;Space;Space Opera;Politics;Travel;Coming of Age;Conspiracy;Foreign,76.0,1979-04-07,JP
Seton Doubutsuki: Risu no Banner,Bannertail: The Story of Gray Squirrel,TV,26.0,23.0,OTHER,SPRING,,Animals;Kids;Adoption,65.0,1979-04-07,JP
Shin Kyojin no Hoshi II,,TV,23.0,25.0,OTHER,SPRING,Sports,Primarily Male Cast;Male Protagonist;Shounen;Baseball,61.0,1979-04-14,JP
Paris no Isabelle,,TV,13.0,26.0,ORIGINAL,SPRING,Drama;Romance,Travel;Fugitive;Royal Affairs;Historical;Heterosexual;Politics;Female Protagonist;Love Triangle;War;Military,56.0,1979-04-19,JP
Unico: Kuroi Kumo Shiroi Hane,Unico: Black Rain and White Feather,MOVIE,1.0,26.0,MANGA,SPRING,Adventure;Fantasy,Kids;Animals;Gods;Environmental,61.0,1979-04-30,JP
Tondemo Nezumi Daikatsuyaku,The Legend of Manxmouse,MOVIE,1.0,80.0,OTHER,SUMMER,Adventure,Animals;Foreign,45.0,1979-06-30,JP
Daikyouryuu Jidai,,MOVIE,1.0,79.0,ORIGINAL,SUMMER,Sci-Fi,Gore;Dinosaurs;Environmental,58.0,1979-07-10,JP
Umi no Triton (Movie),,MOVIE,2.0,74.0,MANGA,SUMMER,Adventure;Fantasy,Shounen,61.0,1979-07-14,JP
Kinpatsu no Jeanie,,TV,13.0,25.0,OTHER,SUMMER,Drama,Historical;Revenge;Female Protagonist;Orphan;War;Nun,50.0,1979-07-19,JP
Hokkyoku no Muushika Miishika,Adventures of the Polar Cubs,MOVIE,1.0,78.0,OTHER,SUMMER,Adventure,Animals,46.0,1979-07-21,JP
Byeolnala Samchongsa,Space Three Musketeers,MOVIE,1.0,66.0,OTHER,SUMMER,Adventure;Sci-Fi,,37.0,1979-07-21,KR
Kagaku Boukentai Tansar 5,,TV,34.0,24.0,ORIGINAL,SUMMER,Adventure;Mystery;Sci-Fi;Supernatural,Stop Motion,53.0,1979-07-27,JP
Ginga Tetsudou 999 (Movie),Galaxy Express 999 (Movie),MOVIE,1.0,128.0,MANGA,SUMMER,Adventure;Drama;Mecha;Sci-Fi,Space Opera;Trains;Space;Revenge;Pirates;Male Protagonist;Robots;Orphan;Guns,73.0,1979-08-04,JP
Ace wo Nerae! (1979),Aim for the Ace!: The Movie,MOVIE,1.0,90.0,MANGA,FALL,Drama;Romance;Sports,Tennis;Shoujo;Female Protagonist;Urban,68.0,1979-09-08,JP
Entaku no Kishi Monogatari: Moero Arthur,King Arthur and the Knights of the Round Table,TV,30.0,24.0,OTHER,FALL,Adventure;Drama;Fantasy;Romance,Swordplay;Foreign;Male Protagonist;Historical;Classic Literature;War,66.0,1979-09-09,JP
Mirai Shounen Conan (Movie),Future Boy Conan Movie,MOVIE,1.0,122.0,OTHER,FALL,Adventure;Sci-Fi,Steampunk,63.0,1979-09-15,JP
Yakyuukyou no Uta: Kita no Ookami Minami no Tora,,MOVIE,1.0,90.0,MANGA,FALL,Action;Drama;Sports,Baseball,63.0,1979-09-15,JP
Koguma no Misha,Misha the Bearcub,TV,26.0,20.0,ORIGINAL,FALL,Adventure;Comedy;Drama,Animals;Kids,43.0,1979-10-06,JP
Kagaku Ninja-Tai Gatchaman F,Eagle Riders (2),TV,48.0,24.0,OTHER,FALL,Action,Superhero;Episodic;Aliens;Swordplay;Space,66.0,1979-10-07,JP
Toushi Gordian,Gordian Warrior,TV,73.0,25.0,ORIGINAL,FALL,Mecha;Sci-Fi,Space;Super Robot;Post-Apocalyptic;Aliens;Military,65.0,1979-10-07,JP
Manga Sarutobi Sasuke,Ninja the Wonder Boy,TV,24.0,20.0,ORIGINAL,FALL,Adventure;Comedy;Supernatural,Historical,59.0,1979-10-09,JP
Versailles no Bara,Lady Oscar: The Rose of Versailles,TV,40.0,23.0,MANGA,FALL,Adventure;Drama;Romance,Class Struggle;Historical;Royal Affairs;Foreign;Military;Politics;Shoujo;Female Protagonist;Ojou-sama;Crossdressing,81.0,1979-10-10,JP
Uchuu Kuubo Blue Noah,Space Carrier Blue Noah,TV,24.0,25.0,OTHER,FALL,Action;Drama;Sci-Fi,Military;Space;Aliens;Space Opera;War;Isekai,59.0,1979-10-13,JP
Sasurai no Shoujo Nell,Nell the Wandering Girl,TV,26.0,24.0,OTHER,FALL,Adventure,Historical;Classic Literature,65.0,1979-10-25,JP
Ganbare!! Tabuchi-kun!!,,MOVIE,1.0,95.0,MANGA,FALL,Comedy;Sports,Baseball,44.0,1979-11-10,JP
Lupin III: Cagliostro no Shiro,Lupin The 3rd: The Castle of Cagliostro,MOVIE,1.0,100.0,MANGA,FALL,Action;Adventure;Comedy;Mystery,Crime;Conspiracy;Fugitive;Anti-Hero;Class Struggle;Foreign;Police;Male Protagonist;Seinen;Primarily Adult Cast,80.0,1979-12-15,JP
Speed,,MOVIE,1.0,6.0,OTHER,WINTER,Comedy,Achromatic;Satire,47.0,1980-01-01,JP
Tom Sawyer no Bouken,The Adventures of Tom Sawyer,TV,49.0,25.0,OTHER,WINTER,Adventure;Drama;Slice of Life,Classic Literature;Rural;Primarily Child Cast;Outdoor Activities;Foreign;Heterosexual;Family Life;Homeless;Orphan;Slavery,69.0,1980-01-06,JP
Mori no Youki na Kobito-tachi: Belfy to Lillibit,The Littl' Bits,TV,26.0,20.0,OTHER,WINTER,Adventure;Comedy,Fairy,54.0,1980-01-07,JP
Nils no Fushigi na Tabi,The Wonderful Adventures of Nils Holgersson,TV,52.0,29.0,OTHER,WINTER,Adventure;Fantasy,Animals;Environmental;Kids;Male Protagonist;Fairy Tale;Coming of Age;Travel;Foreign;Historical;Classic Literature,66.0,1980-01-08,JP
Maeterlinck no Aoi Tori,,TV,26.0,20.0,OTHER,WINTER,Adventure;Fantasy,Isekai,55.0,1980-01-09,JP
Muteki Robo Trider G7,Invincible Robo Trider G7,TV,50.0,20.0,ORIGINAL,WINTER,Comedy;Mecha;Sci-Fi,Super Robot;Space;Episodic;School,59.0,1980-02-02,JP
Time Bokan Series: Time Patrol-Tai Otasukeman,,TV,53.0,25.0,OTHER,WINTER,Comedy;Sci-Fi,Superhero;Robots,60.0,1980-02-02,JP
Futago no Monchhichi,,TV_SHORT,130.0,5.0,OTHER,WINTER,Comedy,Kids,53.0,1980-02-04,JP
Mahou Shoujo Lalabel,,TV,49.0,20.0,OTHER,WINTER,Comedy;Mahou Shoujo,Magic;Shoujo;Henshin;Isekai,63.0,1980-02-15,JP
Ashita no Joe (Movie),Tomorrow's Joe: The Movie,MOVIE,1.0,153.0,MANGA,WINTER,Action;Drama;Slice of Life;Sports,Prison;Boxing;Shounen;Male Protagonist;Delinquents;Ojou-sama,67.0,1980-03-08,JP
Ie Naki Ko (Movie),,MOVIE,1.0,96.0,OTHER,SPRING,Adventure;Drama;Slice of Life,,58.0,1980-03-15,JP
Hana no Ko Lunlun: Konnichiwa Sakura no Sono,,MOVIE,1.0,15.0,OTHER,SPRING,Drama,Magic;Shoujo;Foreign;Animals;Female Protagonist,55.0,1980-03-15,JP
Sekai Meisaku Douwa: Mori wa Ikiteiru,Twelve Months,MOVIE,1.0,65.0,OTHER,SPRING,Fantasy,Female Protagonist;Fairy Tale;Snowscape;Adoption;Historical;Foreign;Animals;Magic;Royal Affairs,61.0,1980-03-15,JP
Ginga Tetsudou 999: Glass no Clair,Galaxy Express 999: Claire of the Glass,MOVIE,1.0,15.0,MANGA,SPRING,Drama;Sci-Fi,Aliens;Space;Trains,59.0,1980-03-15,JP
Hi no Tori 2772: Ai no CosmoZone,,MOVIE,1.0,122.0,ORIGINAL,SPRING,Adventure;Drama;Fantasy;Sci-Fi,Dystopian;Male Protagonist;Robots;Love Triangle;Aliens,63.0,1980-03-15,JP
Doraemon: Nobita no Kyouryuu,Doraemon: Nobita's Dinosaur,MOVIE,1.0,92.0,MANGA,WINTER,Adventure;Comedy,Creature Taming;Dinosaurs;Kids,69.0,1980-03-15,JP
Uchuu Taitei God Sigma,Space Emperor God Sigma,TV,50.0,20.0,ORIGINAL,SPRING,Action;Mecha,Super Robot;Aliens;Space,64.0,1980-03-19,JP
Muu no Hakugei,The White Whale of Mu,TV,26.0,24.0,ORIGINAL,SPRING,Action;Fantasy;Sci-Fi,Lost Civilization,67.0,1980-04-04,JP
Moero Arthur: Hakuba no Ouji,,TV,22.0,24.0,OTHER,SPRING,Adventure,Historical;Foreign;Swordplay;Male Protagonist,67.0,1980-04-06,JP
Tsurikichi Sanpei,,TV,109.0,25.0,MANGA,SPRING,Adventure;Sports,Fishing;Shounen,67.0,1980-04-07,JP
Ganbare Gonbe,,TV_SHORT,77.0,15.0,OTHER,SPRING,Comedy,Kids;Parody,53.0,1980-04-14,JP
Zukkoke Knight: Don De La Mancha,Don Quixote in the Tales of La Mancha,TV,23.0,25.0,OTHER,SPRING,Adventure;Comedy;Romance,Historical,41.0,1980-04-15,JP
Terra e...,Toward the Terra,MOVIE,1.0,111.0,MANGA,SPRING,Action;Drama;Sci-Fi,Shounen;Space Opera;Space;Artificial Intelligence;Dystopian;Fugitive;Male Protagonist,61.0,1980-04-26,JP
Ganbare!! Tabuchi-kun!! Gekitou Pennant Race,,MOVIE,1.0,95.0,MANGA,SPRING,Comedy;Sports,Baseball,44.0,1980-05-03,JP
Densetsu Kyojin Ideon,Space Runaway Ideon,TV,39.0,25.0,ORIGINAL,SPRING,Drama;Mecha;Sci-Fi,Space Opera;War;Cosmic Horror;Fugitive;Military;Super Robot;Ensemble Cast;Aliens;Travel;Philosophy,72.0,1980-05-08,JP
Sue Cat,,TV_SHORT,40.0,13.0,ORIGINAL,SUMMER,Adventure;Music,Animals;Chibi;Idol,63.0,1980-06-04,JP
Uchuu Senshi Baldios,Space Warrior Baldios,TV,34.0,25.0,ORIGINAL,SUMMER,Adventure;Drama;Mecha;Sci-Fi,War;Male Protagonist;Episodic;Space;Military;Aliens;Super Robot;Guns;Primarily Adult Cast;Revenge,68.0,1980-06-30,JP
